title,company,salary,url,experience,employment,schedule,work_hours
Data Engineer / Дата-инженер,Procter & Gamble,From 190000 RUR,https://hh.ru/vacancy/118249007,1.0,Полная,5/2,8
Software developer (Linux),HEX.TEAM,Not specified,https://hh.ru/vacancy/117284954,3.0,Полная,5/2,8
Senior DevOps Engineer,WILDBERRIES,Not specified,https://hh.ru/vacancy/117946843,6.0,Полная,5/2,8
Младший специалист-аналитик данных на ВТБ РОСТ,Changellenge,130000–130000 RUR,https://hh.ru/vacancy/119214316,,Полная,,
Финансовый аналитик в международную компанию,Лалиев Никита Алексеевич,1200–2000 USD,https://hh.ru/vacancy/119515670,3.0,Полная,5/2,8
Аналитик департамента по управлению качеством процессов и сервиса,Lamoda,Not specified,https://hh.ru/vacancy/119182969,1.0,Полная,5/2,8
Тестировщик (QA-инженер),EKF,Not specified,https://hh.ru/vacancy/119602010,1.0,Полная,5/2,8
Инженер по автоматизированному тестированию (AQA),Кошелек.Ру,Not specified,https://hh.ru/vacancy/119507875,1.0,Полная,5/2,8
Инженер по распознаванию речи / Специалист по SpeechKit и аудиовидеоданным ( удалённо),Biarch,From 2000 RUR,https://hh.ru/vacancy/119498602,1.0,Частичная,,по договорённости
SOC Expert,Лаборатория Касперского,Not specified,https://hh.ru/vacancy/120043961,3.0,Полная,5/2,8
Инженер-радиотехник,Научно-производственное объединение дальней радиолокации имени академика А.Л. Минца,Not specified,https://hh.ru/vacancy/114689666,1.0,Полная,5/2,8
Аналитик SOC,АльфаСтрахование,Not specified,https://hh.ru/vacancy/119750182,3.0,Полная,5/2,8
Дата инженер / Data Engineer (Сбережения),СБЕР,Not specified,https://hh.ru/vacancy/119838875,3.0,Полная,5/2,8
Управляющий/ Главный менеджер по валидации моделей (проект ПВР),Банк ПСБ,Not specified,https://hh.ru/vacancy/120077616,3.0,Полная,5/2,8
Presales Manager (SIEM / VM),Лаборатория Касперского,Not specified,https://hh.ru/vacancy/118875897,3.0,Полная,5/2,8
Финансовый аналитик,WILDBERRIES,Not specified,https://hh.ru/vacancy/119288873,1.0,Полная,5/2,8
Мануальный QA (middle) в EdTech,Подрез Мария Ивановна,90000–120000 RUR,https://hh.ru/vacancy/119411873,1.0,Полная,5/2,8
Специалист по управлению уязвимостями (Vulnerability Management),SberTech,Not specified,https://hh.ru/vacancy/117926285,,,,
Программист-математик (Python),TQB Russia,Not specified,https://hh.ru/vacancy/119163976,1.0,Полная,5/2,8
Эксперт (Внедрение регуляторных требований),Банк ДОМ.РФ,Not specified,https://hh.ru/vacancy/118244259,1.0,Полная,5/2,8
Инженер Zabbix,Инфосистемы Джет,Not specified,https://hh.ru/vacancy/118520909,3.0,Полная,5/2,8
Старший инженер,"ФОРА-БАНК, АКБ",Not specified,https://hh.ru/vacancy/110808362,3.0,Полная,5/2,8
ML-инженер (Computer Vision),Spice IT,Not specified,https://hh.ru/vacancy/115411980,3.0,Полная,5/2,8
DevOps инженер,Московская Биржа,Not specified,https://hh.ru/vacancy/114024030,1.0,Полная,5/2,8
Senior Data Engineer,WILDBERRIES,Not specified,https://hh.ru/vacancy/119319370,3.0,Полная,5/2,8
"C++ разработчик, Базовые модели",Ozon,Not specified,https://hh.ru/vacancy/119929620,3.0,Полная,5/2,8
Инженер-робототехник,Робопро,Not specified,https://hh.ru/vacancy/119326348,1.0,Полная,5/2,8
Системный аналитик СБРП,ИнфоТеКС,Not specified,https://hh.ru/vacancy/107269390,1.0,Полная,5/2,8
Администратор баз данных (DBA),ГКУ Инфогород,Not specified,https://hh.ru/vacancy/120044431,3.0,Полная,5/2,8
Team Lead Backend (Golang),Холдем,Not specified,https://hh.ru/vacancy/119558921,6.0,Полная,5/2,8
BI разработчик,АльфаСтрахование,Not specified,https://hh.ru/vacancy/119646876,3.0,Полная,5/2,8
FPGA-разработчик в команду разработки лидаров,Яндекс,Not specified,https://hh.ru/vacancy/117961881,6.0,Полная,5/2,8
Бизнес-аналитик,БЮРО 1440,Not specified,https://hh.ru/vacancy/119012451,1.0,Полная,5/2,8
DevOps-инженер в Лабораторию AI,Первый Бит,Not specified,https://hh.ru/vacancy/118471651,3.0,Полная,5/2,8
TeamLead DevOps,Centicore,Up to 415000 RUR,https://hh.ru/vacancy/119514296,6.0,Полная,5/2,8
Старший разработчик (Python),ORO,Not specified,https://hh.ru/vacancy/118211433,3.0,Полная,5/2,8
Python Разработчик,ИЦ АЙ-ТЕКО,Up to 240000 RUR,https://hh.ru/vacancy/119645334,3.0,Полная,5/2,8
Системный аналитик (System Analyst),Retail Personal,Not specified,https://hh.ru/vacancy/119012945,3.0,Полная,5/2,8
Python Разработчик,MerlionTech,Not specified,https://hh.ru/vacancy/120037980,3.0,Полная,5/2,8
Middle/Senior Python Developer,ГК «МТ-Интеграция»,Not specified,https://hh.ru/vacancy/119847520,3.0,Полная,5/2,8
Middle AppSec инженер,HeadHunter,Not specified,https://hh.ru/vacancy/118861370,1.0,Полная,5/2,
Data scientist (Валидатор моделей банковской и торговой книг),СБЕР,Not specified,https://hh.ru/vacancy/119786447,1.0,Полная,5/2,8
Аналитик данных,EVERA PEOPLE,Up to 200000 RUR,https://hh.ru/vacancy/119300792,1.0,Полная,5/2,8
Главный специалист по эксплуатации антивирусной защиты и защиты операционных систем и сервисов,Ростелеком,Not specified,https://hh.ru/vacancy/88102633,1.0,Полная,5/2,8
ИТ-аналитик,"Ассоциация волонтерских центров, некоммерческих организаций и институтов общественного развития Добро.рф",Not specified,https://hh.ru/vacancy/119909729,1.0,Полная,5/2,8
BI-аналитик / BI-разработчик / BI-архитектор,Созвездие Красоты - Smart Buy,Not specified,https://hh.ru/vacancy/119040195,3.0,Полная,5/2,8
Senior Technical Support Engineer L2 / Ведущий инженер технической поддержки L2,НТ Прогресс,Not specified,https://hh.ru/vacancy/112141959,3.0,Полная,5/2,8
Ведущий веб-аналитик,Лайфхакер,Not specified,https://hh.ru/vacancy/118050740,3.0,Полная,5/2,8
Junior / Middle AI Agent Engineer LLM (AI инженер),МФТИ,150000–250000 RUR,https://hh.ru/vacancy/119952246,1.0,Полная,5/2,8
Администратор баз данных,ГКУ МО Центр Внедрения Изменений Министерства Здравоохранения Московской Области,Not specified,https://hh.ru/vacancy/112876362,3.0,Полная,5/2,8
PM/ИТ-аналитик (инфраструктура),Константа,Not specified,https://hh.ru/vacancy/118656890,3.0,Полная,5/2,7
Python разработчик,Рестрим Медиа,Not specified,https://hh.ru/vacancy/118191437,1.0,Полная,5/2,8
DevOps инженер,Ростелеком Информационные Технологии,Up to 200000 RUR,https://hh.ru/vacancy/119330671,1.0,Полная,5/2,8
Team Lead Golang,Автомакон,Up to 450000 RUR,https://hh.ru/vacancy/120026190,3.0,Полная,5/2,8
Тестировщик (автотесты!!!)/QA automation engineer (Гибридный формат работы!),Human Capital,From 150000 RUR,https://hh.ru/vacancy/119218040,3.0,Полная,5/2,8
ML Lead,АНО ЦИСМ,Not specified,https://hh.ru/vacancy/119779124,3.0,Полная,5/2,8
Бизнес-аналитик (внедрение RPA и AI),M-docs,Not specified,https://hh.ru/vacancy/119104066,1.0,Полная,5/2,8
Ведущий Python-разработчик,СберМедИИ,Not specified,https://hh.ru/vacancy/119026251,3.0,Полная,5/2,8
Senior Developer BE Golang,Anykey,From 300000 RUR,https://hh.ru/vacancy/119284209,1.0,Полная,5/2,678
Ведущий системный программист ОС GNU/Linux встраиваемых систем,НПЦ ЭЛВИС,Not specified,https://hh.ru/vacancy/119287636,6.0,Полная,5/2,8
"Бизнес-аналитик в бизнес-аудит (sql, python)",Совкомбанк,Not specified,https://hh.ru/vacancy/119547686,3.0,Полная,5/2,8
ML Lead разработчик/инженер,"Hi, Rockits!",Not specified,https://hh.ru/vacancy/119949785,3.0,Полная,5/2,8
"Backend разработчик (Rust, Highload, Tarantool)",Альфа-Банк,Not specified,https://hh.ru/vacancy/120102252,3.0,Полная,5/2,8
Backend-разработчик,Х5 Group,Not specified,https://hh.ru/vacancy/118195582,3.0,Полная,5/2,8
Senior Java разработчик в команду Данных,Банк ДОМ.РФ,Not specified,https://hh.ru/vacancy/119514472,3.0,Полная,5/2,8
Data analyst (ВБ Банк),WILDBERRIES,Not specified,https://hh.ru/vacancy/119577603,1.0,Полная,5/2,8
AQA Lead,Хантфлоу,Not specified,https://hh.ru/vacancy/119872618,6.0,Полная,5/2,8
Senior Data Analyst,«UZUM TECHNOLOGIES»,Not specified,https://hh.ru/vacancy/119925006,,Полная,5/2,5
Системный архитектор,Киберпротект,Not specified,https://hh.ru/vacancy/115583346,3.0,Полная,5/2,8
Аналитик (планирование и контроллинг логистики),Спортмастер,Not specified,https://hh.ru/vacancy/114824901,3.0,Полная,5/2,8
Аналитик данных/управляющий продуктом,Группа страховых компаний Югория,Not specified,https://hh.ru/vacancy/119589566,,Полная,5/2,8
AI-инженер,Ван клик,Up to 250000 RUR,https://hh.ru/vacancy/119880224,1.0,Полная,5/2,45678
Эксперт отдела валидации и управления модельным риском,Россельхозбанк,Not specified,https://hh.ru/vacancy/116021360,1.0,Полная,5/2,8
Junior python developer (Backend/Full Stack),СберПраво,Not specified,https://hh.ru/vacancy/117573920,1.0,Полная,5/2,9
Data аналитик,Лига Цифровой Экономики,Not specified,https://hh.ru/vacancy/119833183,1.0,Полная,5/2,8
Системный администратор Linux,Автономные Технологии,From 250000 RUR,https://hh.ru/vacancy/118712970,3.0,Полная,5/2,8
Fullstack-разработчик,ЭЛЬГЕРА,From 180000 RUR,https://hh.ru/vacancy/119607553,1.0,Полная,5/2,8
Финансист - аналитик данных,Горно-металлургический комплекс,Not specified,https://hh.ru/vacancy/120116040,,,,
Аналитик данных службы поддержки,Яндекс Крауд,From 55000 RUR,https://hh.ru/vacancy/119072255,1.0,Полная,,
Data Engineer,Clear Mind,Not specified,https://hh.ru/vacancy/119241312,3.0,Полная,5/2,8
Lead Data Analyst (Analytics Team),"МАГНИТ, Розничная сеть",Not specified,https://hh.ru/vacancy/119385107,3.0,Полная,5/2,8
ТИМ-координатор,Сахалинские нефтегазовые технологии,Not specified,https://hh.ru/vacancy/112371021,1.0,Полная,5/2,8
Team lead/Senior Go/Python/Javascript Developer,ИК СИБИНТЕК,Not specified,https://hh.ru/vacancy/119887661,3.0,Полная,5/2,8
Python middle developer,МОСТРАНСАВТО,244000–244000 RUR,https://hh.ru/vacancy/117911310,1.0,Полная,5/2,8
SEO-специалист в геосервисы,ANCOR,Not specified,https://hh.ru/vacancy/119705137,3.0,Полная,5/2,8
Руководитель группы разработки,СМ-Клиника,Not specified,https://hh.ru/vacancy/118032757,6.0,Полная,5/2,8
"Стажер по направлению ""Логистика"" в Lamoda",FutureToday,Up to 65000 RUR,https://hh.ru/vacancy/119957370,,Частичная,5/2,678
Старший системный аналитик (Платежи),МТС Финтех,Not specified,https://hh.ru/vacancy/118565044,6.0,Полная,5/2,8
"Программист Verilog, ASIC дизайнер",МФТИ,170000–300000 RUR,https://hh.ru/vacancy/110418281,1.0,Полная,5/2,8
Программист,ЧОП Центавр,From 250000 RUR,https://hh.ru/vacancy/119490866,,Полная,Свободный,8
Главный специалист по сопровождению систем сбора и анализа информации о событиях ИБ,Ростелеком,Not specified,https://hh.ru/vacancy/88110580,1.0,Полная,5/2,8
Python Developer (Middle),билайн,Not specified,https://hh.ru/vacancy/119133755,3.0,Полная,5/2,8
Аналитик,ГКУ Дирекция по Координации Деятельности Медицинских Организаций Департамента Здравоохранения Города Москвы,From 90000 RUR,https://hh.ru/vacancy/118424358,1.0,Полная,5/2,8
Robotics application engineer,СБЕР,Not specified,https://hh.ru/vacancy/119631246,,,,
DevOps-инженер (команда Observability),Купер,Not specified,https://hh.ru/vacancy/119302196,3.0,Полная,5/2,8
Инженер бригады квалификации материалов,Яковлев,Not specified,https://hh.ru/vacancy/119619165,3.0,Полная,5/2,8
DevOps-инженер (Data Office),WILDBERRIES,Not specified,https://hh.ru/vacancy/119829403,3.0,Полная,5/2,8
Аналитик данных (DWH/BI),Деко Системс,Not specified,https://hh.ru/vacancy/118903062,1.0,Полная,5/2,8
Backend-разработчик (почасовая),AIR,600–800 RUR,https://hh.ru/vacancy/119123090,1.0,Частичная,Свободный,по договорённости
"Технический писатель, инженер (1340)",ЦНИИАГ,Not specified,https://hh.ru/vacancy/119542011,1.0,Полная,5/2,8
Специалист по антивирусной защите,Транснефть-Технологии,Not specified,https://hh.ru/vacancy/117414086,1.0,Полная,5/2,8
Руководитель службы технической поддержки,АСТ Капитал,Not specified,https://hh.ru/vacancy/119777899,3.0,Полная,5/2,8
Ведущий инженер Linux (DevOps),ГКУ Инфогород,Not specified,https://hh.ru/vacancy/120044271,3.0,Полная,5/2,8
Системный администратор,Финансовый брокер Август,Not specified,https://hh.ru/vacancy/119782115,3.0,Полная,5/2,8
DevOps-инженер,Diasoft,Not specified,https://hh.ru/vacancy/119868680,1.0,Полная,5/2,8
Python-разработчик,Т-Банк,Not specified,https://hh.ru/vacancy/118570158,3.0,Полная,5/2,8
Главный специалист в отдел информационной безопасности,Гипротрубопровод,200000–215000 RUR,https://hh.ru/vacancy/118699206,6.0,Полная,5/2,8
Преподаватель (программирования),KIBERONE (ИП Модова Юлия Викторовна),From 25000 RUR,https://hh.ru/vacancy/118259019,1.0,Частичная,по выходным,8
Руководитель отдела портфельного управления (Collection),Сентинел Кредит Менеджмент,Not specified,https://hh.ru/vacancy/119956608,3.0,Полная,5/2,8
Главный аналитик данных,"МАГНИТ, Розничная сеть",Not specified,https://hh.ru/vacancy/119127389,1.0,Полная,5/2,8
Руководитель направления ИТ-аудитов,"МАГНИТ, Розничная сеть",Not specified,https://hh.ru/vacancy/119403219,6.0,Полная,5/2,8
DevOps-инженер,edna,Not specified,https://hh.ru/vacancy/119502299,3.0,Полная,5/2,8
DevOps,Альфа-Банк,Not specified,https://hh.ru/vacancy/120034873,1.0,Полная,5/2,8
DevOps / SRE (middle/senior),ЛУКОЙЛ,Not specified,https://hh.ru/vacancy/119129381,3.0,Полная,5/2,8
Инвестиционный аналитик,АИМ Менеджмент,Not specified,https://hh.ru/vacancy/118228165,3.0,Полная,5/2,8
Data Engineer в команду контента,WILDBERRIES,Not specified,https://hh.ru/vacancy/112764762,3.0,Полная,5/2,8
Разработчик на Python/C++ в команду робототехники,Яндекс,Not specified,https://hh.ru/vacancy/118808057,3.0,Полная,5/2,8
Linux-разработчик,СБЕР,Not specified,https://hh.ru/vacancy/119656437,,,,
Pentest/Пентестер/AppSec,Газпромбанк,Not specified,https://hh.ru/vacancy/119639033,1.0,Полная,5/2,8
Риск-аналитик,АЛЬЯНС КРЕДИТ,Not specified,https://hh.ru/vacancy/119594960,1.0,Полная,5/2,8
DevOps инженер,СБЕР,Not specified,https://hh.ru/vacancy/119682144,,,,
Риск-менеджер ALM рисков,Ак Барс Банк,Not specified,https://hh.ru/vacancy/119053109,1.0,Полная,5/2,8
Разработчик DWH / Инженер данных (Middle),Объединенные Пивоварни,Not specified,https://hh.ru/vacancy/119296044,3.0,Полная,5/2,8
Ведущий/старший разработчик Python,МСП Банк,Not specified,https://hh.ru/vacancy/119746944,3.0,Полная,5/2,8
Ведущий экономист,Marksman,Not specified,https://hh.ru/vacancy/119543195,1.0,Полная,5/2,8
Инженер по проектированию аналогово-цифровых печатных плат,YADRO,Not specified,https://hh.ru/vacancy/119707147,1.0,Полная,5/2,8
Data Scientist,Точка,Up to 510000 RUR,https://hh.ru/vacancy/119749370,3.0,Полная,5/2,8
Главный инженер по сопровождению (OneKIB),СБЕР,Not specified,https://hh.ru/vacancy/119111658,,,,
Инженер/Тестировщик/Cистемный администратор Linux.,СИГНАЛТЕК,Not specified,https://hh.ru/vacancy/119486843,1.0,Полная,5/2,8
Fullstack Developer в образовательные проекты,VK,Not specified,https://hh.ru/vacancy/119689884,3.0,Полная,5/2,8
Системный инженер Linux,КРОК,Not specified,https://hh.ru/vacancy/115914495,3.0,Полная,5/2,8
Implementation Engineer,Лаборатория Касперского,Not specified,https://hh.ru/vacancy/119562846,1.0,Полная,5/2,8
Java Developer в команду Облака,VK,Not specified,https://hh.ru/vacancy/119873005,3.0,Полная,5/2,8
Разработчик IT,Столица,Up to 160000 RUR,https://hh.ru/vacancy/119344449,1.0,Полная,5/2,8
Data-analyst (office Belgrade),STARTRIBE LTD,Not specified,https://hh.ru/vacancy/120121272,1.0,Проектная,5/2,8
Финансовый аналитик по управленческой отчетности,Ozon,Not specified,https://hh.ru/vacancy/119967210,3.0,Полная,5/2,8
Senior Java разработчик/Team Lead (IoT Hub),А1 Системс,Not specified,https://hh.ru/vacancy/119790125,6.0,Полная,5/2,8
Специалист технической поддержки платежных систем (L2),Совкомбанк Технологии,Not specified,https://hh.ru/vacancy/120126072,1.0,Полная,5/2,8
Team Lead Python,А2 Код,Not specified,https://hh.ru/vacancy/119989111,3.0,Полная,5/2,8
Системный инженер/Junior в группу мониторинга ELK-стек в Банк,Сателл ИТ,Not specified,https://hh.ru/vacancy/109140304,1.0,Полная,5/2,8
Системный инженер SRE,VK,Not specified,https://hh.ru/vacancy/120017939,3.0,Полная,5/2,8
Ведущий Архитектор ИТ-инфраструктуры на базе Linux (ALD Pro),Группа компаний Астра,Not specified,https://hh.ru/vacancy/115963029,6.0,Полная,5/2,8
"Аналитик в продуктовую команду (корпоративные карты, депозиты, небанковские сервисы)",Россельхозбанк,Not specified,https://hh.ru/vacancy/119577390,3.0,Полная,5/2,8
Преподаватель Python для детей 9+ лет,Школа программирования Kodland,Up to 50000 RUR,https://hh.ru/vacancy/119251036,1.0,Частичная,,5
Маркетинговый аналитик,Ренна-Холдинг,Not specified,https://hh.ru/vacancy/119535358,3.0,Полная,5/2,8
"Специалист по работе в Excel, автоматизации/оптимизации бизнес процессов",Лайв Саунд,Not specified,https://hh.ru/vacancy/119833543,3.0,Полная,5/2,8
Технический писатель,Tevian (ООО Технологии видеоанализа),170000–230000 RUR,https://hh.ru/vacancy/119608553,1.0,Полная,5/2,8
Руководитель команды разработки (Team Lead Python),X5 Tech,Not specified,https://hh.ru/vacancy/119542186,3.0,Полная,5/2,8
Аналитик данных (финансовый сектор),Diamond Personnel R&C,199000–220000 RUR,https://hh.ru/vacancy/120073255,1.0,Полная,5/2,9
AI/ML Product manager/Business Analyst,High Sky,Not specified,https://hh.ru/vacancy/119858676,3.0,Полная,,
Инженер технической поддержки и пуско-наладочных работ (СХД),Атлас,From 190000 RUR,https://hh.ru/vacancy/118549348,3.0,Полная,5/2,8
Аналитик данных,Akvilon,Not specified,https://hh.ru/vacancy/119442480,3.0,Полная,5/2,8
"Инженер (ведущий) конструктор отдела разработки, сопровождения производства и эксплуатации",Яковлев,Not specified,https://hh.ru/vacancy/119158959,1.0,Полная,5/2,8
Специалист в области сетевой безопасности,Гарда Технологии,Not specified,https://hh.ru/vacancy/120085673,3.0,Полная,5/2,8
DevOps-инженер,ТЕХНОНИКОЛЬ,Not specified,https://hh.ru/vacancy/118499729,3.0,Полная,5/2,8
DevOps Engineer,VK,Not specified,https://hh.ru/vacancy/120086034,6.0,Полная,5/2,8
Junior Python-разработчик,СОГАЗ,Not specified,https://hh.ru/vacancy/119496503,,Полная,5/2,8
AQA Engineer (middle+/middle),ТехАргос,Not specified,https://hh.ru/vacancy/118602498,1.0,Полная,5/2,8
Архитектор программного обеспечения,AERODISK,300000–600000 RUR,https://hh.ru/vacancy/119138706,3.0,Полная,5/2,8
Ведущий инженер отдела спутниковой связи,АМТЕЛ-СВЯЗЬ,Not specified,https://hh.ru/vacancy/120008469,3.0,Полная,5/2,8
DevOps Engineer,Кибертех-Сигнал,Not specified,https://hh.ru/vacancy/120058093,3.0,Полная,5/2,8
Инженер по виртуализации,Rubytech,Not specified,https://hh.ru/vacancy/119909419,1.0,Полная,5/2,8
Senior Kotlin/Java Developer,Xello,Not specified,https://hh.ru/vacancy/119531354,3.0,Полная,Свободный,8
Data Analyst,СБЕР,Not specified,https://hh.ru/vacancy/120044611,,,,
Научный сотрудник (Нейтронная дифракция),НИЦ КУРЧАТОВСКИЙ ИНСТИТУТ,From 80000 RUR,https://hh.ru/vacancy/119059202,1.0,Полная,5/2,8
Инженер-исследователь/Разработчик,СИГНАЛТЕК,Not specified,https://hh.ru/vacancy/119397098,1.0,Полная,5/2,8
Инженер-тестировщик (ручное тестирование),"АТОЛ, группа компаний",Not specified,https://hh.ru/vacancy/120105906,1.0,Полная,5/2,8
Продуктовый аналитик,БиАйЭй-Технолоджиз,Not specified,https://hh.ru/vacancy/117472234,3.0,Полная,5/2,8
Инженер по тестированию ПО (хост-процессор модема),БЮРО 1440,Not specified,https://hh.ru/vacancy/118991079,3.0,Полная,5/2,8
Инженер DevOps (middle/senior),Ростелеком - Центры обработки данных,Not specified,https://hh.ru/vacancy/118401384,3.0,Полная,5/2,8
DevOps-инженер,Selecty,Not specified,https://hh.ru/vacancy/119771080,3.0,Полная,5/2,8
Middle/Senior Simulation Engineer,СБЕР,Not specified,https://hh.ru/vacancy/119324577,,,,
Главный разработчик / ETL,Альфа-Банк,Not specified,https://hh.ru/vacancy/120084455,3.0,Полная,5/2,8
"Бизнес-аналитик, Центр инноваций",СБЕР,Not specified,https://hh.ru/vacancy/119240608,,,,
Data Scientist (Middle),Лаборатория Касперского,Not specified,https://hh.ru/vacancy/119647385,3.0,Полная,5/2,8
Ведущий специалист (внедрение ПВР-моделей),Банк ПСБ,Not specified,https://hh.ru/vacancy/117160565,1.0,Полная,5/2,8
Аналитик,Хронос,100000–120000 RUR,https://hh.ru/vacancy/119088569,1.0,Полная,5/2,8
DevOps инженер,Сбер Бизнес Софт,Not specified,https://hh.ru/vacancy/118914118,3.0,Полная,5/2,8
"Backend Python Developer (FastAPI, FinTech)",evrone.ru,Up to 350000 RUR,https://hh.ru/vacancy/119864528,3.0,Полная,5/2,8
Data Scientist (Ranking&Search),Lamoda Tech,Not specified,https://hh.ru/vacancy/119683696,3.0,Полная,Свободный,8
Data Engineer,ITLabRealty,Not specified,https://hh.ru/vacancy/119884054,3.0,Полная,5/2,8
Продуктовый аналитик в команду ж/д,Туту,Not specified,https://hh.ru/vacancy/118982096,1.0,Полная,5/2,8
Старший разработчик JavaScript (Node.js/back-end),OneTwoTrip,Not specified,https://hh.ru/vacancy/119868918,3.0,Полная,5/2,8
Python Developer Middle+,АстраЗенека,Not specified,https://hh.ru/vacancy/119170068,3.0,Полная,5/2,8
Разработчик-лингвист (ООО МТС ИИ),МТС,Not specified,https://hh.ru/vacancy/119245977,1.0,Полная,5/2,8
Python-разработчик,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119757827,3.0,Полная,5/2,8
Эксперт по автоматизации сети,МТС,Not specified,https://hh.ru/vacancy/120103499,1.0,Полная,5/2,8
Инженер-верификатор СБИС,НПЦ ЭЛВИС,Not specified,https://hh.ru/vacancy/117938520,1.0,Полная,5/2,8
Бизнес-аналитик (ИТ активы),YADRO,Not specified,https://hh.ru/vacancy/119336251,1.0,Полная,5/2,8
Финансовый аналитик,Холдем,Not specified,https://hh.ru/vacancy/119379789,3.0,Полная,5/2,8
Инженер по разработке ПО авиационных комплексов,Объединенная Авиастроительная Корпорация,Not specified,https://hh.ru/vacancy/96809515,1.0,Полная,5/2,8
"Senior Data Scientist (блок ""Сеть Продаж"")",СБЕР,Not specified,https://hh.ru/vacancy/119609955,1.0,Полная,5/2,8
Data Scientist в области языковых моделей (Middle),ИНИТИ,From 351000 RUR,https://hh.ru/vacancy/119900601,3.0,Полная,5/2,8
QA engineer (Middle/Middle+),Ростелеком - Центры обработки данных,Not specified,https://hh.ru/vacancy/119191835,3.0,Полная,5/2,8
"Системный администратор (инфраструктура), Москва в офис",СМ-Клиника,Not specified,https://hh.ru/vacancy/115368767,6.0,Полная,5/2,8
Руководитель группы разработки (АСТУ),Россети Цифра,Not specified,https://hh.ru/vacancy/119754332,3.0,Полная,5/2,
AI Developer/Engineer,ЕДИНЫЙ ЦУПИС,Not specified,https://hh.ru/vacancy/119390719,1.0,Полная,5/2,8
Ведущий инженер (Нагрузочное Тестирование),РСХБ-Интех,Not specified,https://hh.ru/vacancy/118570151,1.0,Полная,5/2,8
Game Analyst (Midcore Games),Azur Games,Not specified,https://hh.ru/vacancy/117986044,1.0,Полная,5/2,8
Программист микроконтроллеров - Embedded Application Development,ENERGON,Not specified,https://hh.ru/vacancy/120060288,3.0,Полная,5/2,8
Аналитик в области медицины (прогнозирование),ФГБУ ЦСП ФМБА России,Up to 130000 RUR,https://hh.ru/vacancy/117041823,1.0,Полная,5/2,8
Middle Data Analyst,СБЕР,Not specified,https://hh.ru/vacancy/119321696,,,,
Главный специалист отдела инновационного развития,НИКИЭТ,From 120000 RUR,https://hh.ru/vacancy/118277005,1.0,Полная,5/2,8
RTOS разработчик,Бэнкс Софт Системс,Not specified,https://hh.ru/vacancy/119875419,3.0,Полная,5/2,8
Product analyst (WB клуб),WILDBERRIES,Not specified,https://hh.ru/vacancy/118711128,3.0,Полная,5/2,8
Старший инженер R&D,ИнфоТеКС,Not specified,https://hh.ru/vacancy/118908902,1.0,Полная,5/2,8
Руководитель Отдела сбора и обработки информации,РНПК,Not specified,https://hh.ru/vacancy/119802823,3.0,Полная,5/2,8
Программист Python,Лаборатория моделирования систем,From 190000 RUR,https://hh.ru/vacancy/118362676,3.0,Полная,5/2,8
Системный администратор/DevOps,СюйГун Ру,Not specified,https://hh.ru/vacancy/119863795,3.0,Полная,5/2,8
IT Project Manager,Tevian (ООО Технологии видеоанализа),150000–230000 RUR,https://hh.ru/vacancy/119246433,1.0,Полная,5/2,8
Специалист отдела поиска решений,Московский метрополитен,Not specified,https://hh.ru/vacancy/120127639,1.0,Полная,5/2,8
Middle Python-разработчик,Рунити,Not specified,https://hh.ru/vacancy/119302455,1.0,Полная,5/2,8
Главный специалист отдела обеспечения качества данных,РНПК,Up to 200000 RUR,https://hh.ru/vacancy/119331166,3.0,Полная,5/2,8
Системный администратор,Кадровый центр Президент,From 200000 RUR,https://hh.ru/vacancy/119595474,,,,
BI-разработчик,Ростелеком,Not specified,https://hh.ru/vacancy/119752470,1.0,Полная,5/2,8
Data Engineer,ИЦ АЙ-ТЕКО,Not specified,https://hh.ru/vacancy/119333830,3.0,Полная,5/2,8
DevOps-инженер СБерНПФ Диджитал,СБЕРКОРУС,Not specified,https://hh.ru/vacancy/119397591,3.0,Полная,5/2,8
Системный инженер (DEVOPS) в направление BIGDATA,КРОК,Not specified,https://hh.ru/vacancy/119345845,6.0,Полная,5/2,9
BI-аналитик,Правительство Москвы,Not specified,https://hh.ru/vacancy/119959178,1.0,Полная,5/2,8
Администратор баз данных/DBA,Data-Driven Lab,Not specified,https://hh.ru/vacancy/120030534,3.0,Полная,5/2,8
Performance маркетолог / Специалист по платному трафику и веб-аналитике,Школа трекеров Евгения Калинина,Not specified,https://hh.ru/vacancy/119587880,3.0,Полная,5/2,8
Руководитель отдела исследований,Метр квадратный,Not specified,https://hh.ru/vacancy/118239006,3.0,Полная,5/2,8
Тестировщик (Manual + Automation) в PSPWare,ИП Щерба Алексей Николаевич,100000–130000 RUR,https://hh.ru/vacancy/119392829,1.0,Полная,6/1,по договорённости
Python Web-разработчик,Селфсек,180000–250000 RUR,https://hh.ru/vacancy/118468340,3.0,Полная,5/2,8
Data Analyst,СБЕР,Not specified,https://hh.ru/vacancy/118991582,,,,
Продуктовый аналитик (Middle) в команду клиентского сервиса (Трайб Customer Tech),АО «ОТП Банк» (JSC «OTP Bank»),Not specified,https://hh.ru/vacancy/118603108,3.0,Полная,5/2,8
"Системный администратор / Администратор системы мониторинга (Москва, офис)",СМ-Клиника,Not specified,https://hh.ru/vacancy/115367948,6.0,Полная,5/2,8
